"NOTICEID","REFERENCENUMBER","DATEPUBLISHED","VALUEMIN","VALUEMAX","STATUS","URL","ORG_NAME","ORG_CONTACTEMAIL","TITLE","DESCRIPTION","NOTICETYPE","REGION","NOTICE_STATE","NOTICE_STATE_CHANGE_DATE","CLASSIFICATION","NUM_DOCS"
"1759667","PL2015/262*","23/02/2015","25000.00","50000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759667/","Stoke-on-Trent City Council","debbie.cramphorn@stoke.gov.uk","GB-Trend City Council: Wood Fuel Processing Service","This tender document is split into two component parts; the collection of good quality round timber by the contractor for processing and the delivery of the fuel grade wood chip to the boiler at St James House in Longton, Stoke-on-Trent under a heat","Below OJEU: Contract","Stoke-on-Trent","Open","23/02/2015","09111400","0",
"1740856","PL2015/262*","09/02/2015","25000.00","50000.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1740856/","Stoke-on-Trent City Council","debbie.cramphorn@stoke.gov.uk","GB-Trend City Council: Wood Fuel Processing Service","This tender document is split into two component parts; the collection of good quality round timber by the contractor for processing and the delivery of the fuel grade wood chip to the boiler at St James House in Longton, Stoke-on-Trent under a heat","Below OJEU: Contract","Stoke-on-Trent","Open","23/02/2015","09111400","0",
"1759671","2015/11/CF","23/02/2015","100000.00","500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759671/","University of Liverpool","c.farrell@liv.ac.uk","GB-LIVERPOOL: Particle Image Velocimetry (PIV) System","Particle Image Velocimetry (PIV) System","Below OJEU: Contract","Liverpool","Open","23/02/2015","38000000","0",
"1759670","621-155","23/02/2015","25000.00","50000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759670/","VisitEngland","procurement@visitbritain.org","GB-London: VE RGF Programme Evaluation","The purpose of this tender specification is to select and appoint an independent provider of research, analysis and advice in economic development to undertake a final evaluation of the delivery of VisitEngland’s (VE) ‘Growing Tourism Locally’ Progr","Below OJEU: Contract","London","Open","23/02/2015","79311400","0",
"1750362","2803","23/02/2015","15783.98","15783.98","Live","http://data.gov.uk/data/contracts-archive/contract/1750362/","","mail@homesandcommunities.co.uk","Server Maintenance","It’s a 1 year third party maintenance contract for our windows server hardware – break / fix maintenance including systems updates.
","Published Contract Doc Set","Gateshead","Published","23/02/2015","50324100","1",
"1750360","2802","23/02/2015","28035.00","28035.00","Live","http://data.gov.uk/data/contracts-archive/contract/1750360/","","mail@homesandcommunities.co.uk","IT - Hardware","45 x HP EliteBook 820 G1 (Part number H5G05ET#ABU) and 45 x Kensington USB 3.0 Docking Station (sd3000v) (Part number K33970EU).","Published Contract Doc Set","Gateshead","Published","23/02/2015","44316400","1",
"1742828","ACCOMM2A/7099","23/02/2015","0.00","3100000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1742828/","","DESASAC-ComrclCI1a@mod.uk","FOR SUPPORT OF GAS CYLINDER CHARGING TROLLIES AND ASSOCIATED EQUIPMENT ","1.1.1 ACCOMMa/7099 describes the Authority&#39;s requirement for the provision of Spares, Repair and Post Design Services (PDS) for Mk3 Trolley and the associated gaseous equipment. 1.1.2 This requirement exists as long as the MK3 Trolley is in serv","Published Tender Doc Set","Bristol, City of","Published","23/02/2015","34741000|42924710|35125100|71320000","3",
"1759673","FTS4/NETFXD/52","23/02/2015","52293.00","52293.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759673/","","ISSNet-ComrclFxd1a1@mod.uk","TECHNICAL SUPPORT FOR ISS PROJECT CLEANSWEEP","Project CLEANSWEEP is tasked with assessing and rationalising MOD Information Systems and Services (ISS) contracted Point to Point and Miscellaneous Services. The project is required to ensure the most appropriate services are used to deliver capabi","Published Contract Doc Set","Corsham Town ","Published","23/02/2015","72000000","0",
"1759674","LSBU5/0200","23/02/2015","60568.30","60568.30","Live","http://data.gov.uk/data/contracts-archive/contract/1759674/","","","LSBU5/SPARES LSBU5/0200","SUPPLY OF GENERAL SUPPORT SPARES","Published Contract Doc Set","Donnington","Published","23/02/2015","35420000","2",
"1759681","UoBath/Proc/305","23/02/2015","100000.00","500000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759681/","University of Bath","h.passmore@bath.ac.uk","GB-BATH: 8 West General Teaching Area (GTA) Refurbishment","The University of Bath requires one or more contractors to refurbish the 8 West General Teaching Areas (GTA) on the main campus. The work is divided into two (2) Lots; Lot 1, which covers the following rooms; 1.1, 1.28, 1.32, 1.33, 1.34, 2.1 &amp; 3","Below OJEU: Contract","Bath and North East Somerset, North Somerset and South Gloucestershire","Open","23/02/2015","45453100","0",
"1746202","UoBath/Proc/305","13/02/2015","100000000.00","400000000.00","Retracted","http://data.gov.uk/data/contracts-archive/contract/1746202/","University of Bath","h.passmore@bath.ac.uk","GB-BATH: 8 West General Teaching Area (GTA) Refurbishment","The University of Bath requires one or more contractors to refurbish the 8 West General Teaching Areas (GTA) on the main campus. The work is divided into two (2) Lots; Lot 1, which covers the following rooms; 1.1, 1.28, 1.32, 1.33, 1.34, 2.1 &amp; 3","Below OJEU: Contract","Bath and North East Somerset, North Somerset and South Gloucestershire","Open","23/02/2015","45453100","0",
"1759683","CAF073/13","23/02/2015","0.00","360000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759683/","","procurement@cafcass.gsi.gov.uk","Tribunal Services","Cafcass is seeking a provider for Tribunal Services. The service provider should see themselves as a strategic partner of Cafcass and have a good understanding of Cafcass&#39;s role, function, and operational challenges we face. Any provider will al","Published Tender Doc Set","England","Published","23/02/2015","79000000","1",
"1759688","LSBU5/0202","23/02/2015","157863.84","157863.84","Live","http://data.gov.uk/data/contracts-archive/contract/1759688/","","","LSBU5/SPARES LSBU5/0202","SUPPLY OF GENERAL SUPPORT SPARES","Published Contract Doc Set","Donnington","Published","23/02/2015","35420000","2",
"1759686","Ann Humphries Open Labs","23/02/2015","2000.00","5000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759686/","Liverpool John Moores University","a.l.humphries@ljmu.ac.uk","Consultancy for specialist Support to a small number of beneficiary companies to assist them in reaching their target markets","Open Labs at Liverpool John Moores University provides a programme of support for SME&#39;s in the North West of England. It identifies opportunities in the form of emerging technologies ,trends and markets and develops lasting collaborations betwee","Below OJEU: Contract","Liverpool","Open","23/02/2015","72221000|79411100","0",
"1759650","CPG 745/2015","23/02/2015","65000.00","70000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759650/","Foreign and Commonwealth Office","Katherine.Joslin@fco.gov.uk","Student Brand Ambassador Programme","The KBYG campaign was launched in 2001 and aims to reduce the number of preventable problems faced by British nationals travelling abroad. The campaign targets a number of audiences, from gap year students to package holidaymakers; sports fans to ol","Below OJEU: Contract","London","Open","23/02/2015","73000000","2",
"1742888","FTS4/APSCM2/57","23/02/2015","50000.00","50000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1742888/","","desaps-tmsgrad1@mod.uk","RGNS Management Support","Engagement with industry to assist in the production of technical documentation.","Published Tender Doc Set","Bristol, City of","Published","23/02/2015","75000000","9",
"1759692","LSBU5/0201","23/02/2015","565072.52","565072.52","Live","http://data.gov.uk/data/contracts-archive/contract/1759692/","","","LSBU5/SPARES LSBU5/0201","SUPPLY OF GENERAL SUPPORT SPARES","Published Contract Doc Set","Donnington","Published","23/02/2015","35420000","2",
"1759680","2015-MB-WC02","23/02/2015","0.00","18000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759680/","Marketing Birmingham","","To support delivery of Wolverhampton's Visitor Economy Marketing and Communications Plan to grow the number and range of events coming to the city","Marketing Birmingham is the area’s strategic marketing partnership and operates the leisure and business tourism programmes Visit and Meet Birmingham, as well as its inward investment programme, Business Birmingham. These programmes promote the Grea","Below OJEU: Contract","West Midlands","Open","23/02/2015","79952000|79413000|79342000|79340000","0",
"1755892","REF: CQC PSO 15","23/02/2015","60000.00","70000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1755892/","Care Quality Commission","","THE EVALUATION OF THE CARE QUALITY COMMISSION EXPERTS BY EXPERIENCE PROGRAMME","To undertake an evaluation of the Experts by Experience programme as we roll out our new approaches to inspection and registration.
","Below OJEU: Contract","London","Open","23/02/2015","85000000|85140000","0",
"1759701","SCC - 000949","23/02/2015","0.00","0.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759701/","Surrey County Council","andrew.clarke@surreycc.gov.uk","SCC APC Children's Personal Support Provider event - Thursday 12th March 2015","Children&#39;s Personal Support Provider event - Thursday 12th March 2015 You are invited to attend a personal support provider event for children and young people with disabilities. Date: Thursday 12th March 2015 Time: 9.30 – 1.00 Venue: The Green ","Below OJEU: Contract","Grove","Open","23/02/2015","85000000|85300000","0",
"1759679","T/AMW005/15","23/02/2015","75000.00","85000.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759679/","United Kingdom Atomic Energy Authority","annemarie.wright@ccfe.ac.uk","Provision of plumbed and freestanding water coolers","Provision of plumbed and freestanding water coolers at Culham Science Centre. The contract will be let for an initial period of 12 months from 4th May 2015 with options to extend for a further four years on an annual basis.","Below OJEU: Contract","South Oxfordshire","Open","23/02/2015","31141000","1",
"1759684","LSBU5/0205","23/02/2015","49742.86","49742.86","Live","http://data.gov.uk/data/contracts-archive/contract/1759684/","","","LSBU5/SPARES LSBU5/0205","Supply of General Support Spares","Published Contract Doc Set","Donnington","Published","23/02/2015","35420000","2",
"1759702","ECM2630","23/02/2015","83198.00","83198.00","Live","http://data.gov.uk/data/contracts-archive/contract/1759702/","Public Health England","tim.purchase@phe.gov.uk","Replacement of Mixing Boxes to 2C43, Colindale","Works associated with HVAC Upgrade for CL3 laboratory 2C43(replacement of Mixing Boxes) at Colindale The works shall be as detailed in the scope of works, specification and on the tender drawings provided","Below OJEU: Contract Award","Colindale","Published","23/02/2015","45331000|45453000","0",
